Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDI53,OUT027,3934.4026
NCU30,OUT049,2799.1724
FDC56,OUT027,3519.3186
FDK27,OUT018,1738.377
NCK18,OUT017,2945.2517
FDB52,OUT019,761.3702
DRG25,OUT027,5125.1787
FDZ13,OUT049,886.568
FDB57,OUT019,710.4761
FDR40,OUT046,1366.8868
NCO14,OUT019,-99.35023
NCN19,OUT045,2999.2556
FDQ28,OUT019,581.8401
FDO13,OUT018,2645.2368
FDK48,OUT013,1379.3899
FDU07,OUT018,2090.647
FDW20,OUT046,1954.5599
FDV12,OUT010,327.83588
FDH24,OUT013,2435.6245
FDV59,OUT049,3738.297
FDK57,OUT045,1990.2456
FDL16,OUT027,1474.8267
NCQ17,OUT046,2322.5945
FDJ15,OUT018,2589.4065
FDX24,OUT049,1490.9829
FDT47,OUT046,1700.0087
FDT10,OUT049,975.07965
FDZ37,OUT018,1234.1248
FDW43,OUT027,6414.434
DRN36,OUT017,1648.9591
FDJ14,OUT045,1307.655
FDA32,OUT013,3500.6333
FDJ38,OUT019,516.18866
FDQ57,OUT017,2465.1045
NCQ41,OUT019,526.509
FDG56,OUT049,958.7163
DRC13,OUT027,3377.3096
FDV55,OUT035,2430.5894
FDQ49,OUT045,2538.5283
FDE29,OUT010,-198.89642
FDR03,OUT013,3657.1072
FDD45,OUT049,1529.0728
FDN38,OUT010,1065.2584
FDT56,OUT046,967.39374
FDT48,OUT045,3498.2993
FDU03,OUT049,2975.8325
FDC56,OUT010,359.43936
NCO43,OUT027,2547.9294
FDQ27,OUT017,1805.5361
FDR03,OUT046,3416.6748
DRH23,OUT010,-190.30489
FDG22,OUT045,696.09894
NCJ42,OUT013,1676.0253
FDR24,OUT046,1441.1792
FDW60,OUT035,3078.5059
FDJ08,OUT013,3009.373
DRL59,OUT018,747.65533
FDG60,OUT010,834.7141
FDW27,OUT017,2491.831
FDX14,OUT018,1091.6353
FDC20,OUT013,971.3524
NCS29,OUT018,2245.7651
FDJ56,OUT046,1615.3221
FDB20,OUT019,238.07135
FDL28,OUT027,6244.605
FDW01,OUT018,2090.647
FDL03,OUT046,3001.771
FDX22,OUT049,3794.3635
FDJ21,OUT035,2484.6196
FDR31,OUT045,2359.7407
FDG21,OUT035,2529.2964
FDS22,OUT027,1115.4442
FDK08,OUT035,1663.738
FDE17,OUT018,2111.4993
NCN30,OUT017,1686.3328
FDT50,OUT046,1556.3081
NCX42,OUT049,2852.8489
FDJ12,OUT035,3984.3406
NCA18,OUT027,3013.0627
FDP23,OUT019,521.8386
FDX12,OUT013,3990.1545
FDN40,OUT018,2129.223
FDV48,OUT035,1398.5154
NCY54,OUT013,2772.0537
FDL16,OUT010,-276.0428
FDR45,OUT018,3260.2441
FDJ52,OUT046,2495.4614
DRG01,OUT017,1378.4396
FDP52,OUT013,4194.988
FDU58,OUT017,3311.073
FDL02,OUT045,1642.9877
FDG28,OUT013,3829.1985
FDA19,OUT035,2096.5276
FDW46,OUT027,1932.9227
NCD43,OUT049,1678.4103
DRG39,OUT013,863.01526
NCF55,OUT049,708.55597
FDJ07,OUT046,1863.9131
FDE08,OUT046,2307.3572
FDP56,OUT019,-113.977715
FDT45,OUT045,882.4211
FDF17,OUT018,2670.7324
FDX44,OUT046,1353.1649
FDM28,OUT027,4566.788
FDI36,OUT049,3175.446
FDS07,OUT045,1862.6682
FDD36,OUT045,1875.2186
FDW11,OUT046,994.80756
FDN40,OUT049,2416.6028
NCQ18,OUT049,1599.3704
NCQ54,OUT017,2971.0698
NCS42,OUT045,1363.9161
DRH39,OUT010,-18.691082
FDC09,OUT027,2750.605
FDT08,OUT010,589.78046
FDC08,OUT035,4304.9946
FDT20,OUT017,653.86914
FDS35,OUT035,1125.5957
FDX58,OUT018,2605.91
FDW58,OUT046,1647.0938
DRD27,OUT046,1605.1444
FDH32,OUT019,343.15625
FDS26,OUT035,4145.1885
FDQ31,OUT046,1348.4097
FDP11,OUT018,3119.6045
FDD58,OUT017,1669.5497
FDM33,OUT045,3592.5623
FDZ16,OUT049,3295.6829
NCS29,OUT010,1603.1536
NCM18,OUT019,-9.016028
FDP11,OUT049,3864.6113
NCC42,OUT017,2186.7034
DRM23,OUT046,2805.8896
NCN55,OUT027,6201.3423
FDK46,OUT013,4044.49
FDR01,OUT046,3024.3896
NCA05,OUT045,2161.8367
NCP43,OUT017,3140.6416
FDR12,OUT010,679.21826
FDQ01,OUT013,3466.7222
FDM13,OUT046,2026.1721
FDQ19,OUT017,4136.7554
FDK56,OUT019,383.48065
NCX06,OUT010,810.78735
FDO56,OUT027,3144.0825
FDU45,OUT045,1883.8102
FDI16,OUT019,-100.34937
FDL32,OUT046,1869.6271
FDA07,OUT046,1974.4027
FDA14,OUT045,2343.9885
FDV46,OUT027,3474.282
NCO07,OUT035,3864.6038
NCP41,OUT046,1707.8193
FDY60,OUT018,1906.6234
FDN38,OUT017,4064.6755
FDO15,OUT046,1249.2937
FDT60,OUT013,1961.3375
FDA55,OUT035,4317.045
FDE02,OUT010,220.13914
DRJ39,OUT049,3879.7817
FDV34,OUT035,1268.239
FDS20,OUT027,5218.9243
FDF02,OUT027,2616.3306
FDW40,OUT017,2172.111
NCB43,OUT046,2998.5164
FDR58,OUT017,1420.6954
DRJ59,OUT035,674.4491
NCD30,OUT017,1676.2355
FDE14,OUT017,1683.025
FDC28,OUT018,1411.6437
FDU16,OUT018,1159.7539
NCD19,OUT035,951.9932
FDU21,OUT046,751.25885
FDV59,OUT027,5552.8696
FDU03,OUT045,3238.286
FDC33,OUT010,828.8958
NCR42,OUT035,677.799
DRH59,OUT035,1247.9263
NCM31,OUT035,2207.611
FDS50,OUT035,4284.602
FDP39,OUT046,958.8022
FDQ55,OUT013,1868.6635
FDV36,OUT019,666.22943
FDI05,OUT027,2208.151
FDS45,OUT027,2628.8806
FDA39,OUT045,653.35156
FDC37,OUT010,367.12918
FDJ60,OUT027,4216.442
DRQ35,OUT046,1935.3553
NCJ06,OUT046,1942.8413
NCY42,OUT018,2010.8043
DRM37,OUT049,3194.3574
FDR14,OUT045,795.43335
FDE51,OUT049,662.4172
FDT33,OUT017,2987.7725
FDR08,OUT013,1862.7295
FDE36,OUT010,622.75104
FDL22,OUT019,257.95953
FDR44,OUT013,2035.0612
FDI56,OUT019,257.95953
FDE47,OUT010,536.8666
FDV27,OUT010,192.57518
FDV10,OUT049,738.75653
FDC40,OUT045,1274.5079
NCX41,OUT013,3527.433
NCQ38,OUT027,2623.9578
FDV12,OUT027,2616.3306
FDE52,OUT017,1399.9507
FDG20,OUT027,4724.067
FDV16,OUT027,1101.7759
FDI32,OUT017,1948.9154
FDJ32,OUT049,1016.42206
FDN39,OUT018,2409.2139
FDY34,OUT017,2945.2517
FDC14,OUT035,690.69135
FDA55,OUT017,4317.045
FDZ50,OUT010,758.7265
DRG13,OUT049,2761.6306
FDP01,OUT013,2252.7231
NCG54,OUT017,3023.4768
FDM13,OUT045,2080.3076
NCO18,OUT027,4570.043
NCW41,OUT013,2322.8167
FDM52,OUT027,3676.3796
NCF55,OUT035,673.0485
FDT09,OUT046,2047.1418
NCM19,OUT035,1809.9827
FDW12,OUT018,2067.9543
FDP15,OUT019,571.8543
FDK36,OUT045,776.32153
FDZ25,OUT035,3157.598
NCW06,OUT049,3184.0376
FDW60,OUT046,2773.8264
DRC49,OUT013,2322.5945
NCT17,OUT035,3315.7827
NCN06,OUT018,2233.1548
FDC45,OUT013,2813.6616
DRJ47,OUT019,484.6024
NCF06,OUT045,4117.463
FDE21,OUT010,504.1829
DRG27,OUT013,732.59454
FDW40,OUT049,2164.4707
NCO53,OUT046,3017.9646
FDE23,OUT049,754.6051
FDQ16,OUT046,1714.385
FDS26,OUT045,3668.5803
FDZ13,OUT010,-303.3433
FDS14,OUT049,2385.4744
FDC10,OUT045,1862.6682
FDY16,OUT049,3298.1404
FDJ20,OUT035,1995.5552
FDV43,OUT035,674.75183
FDZ32,OUT027,2750.605
FDR23,OUT046,2805.8896
FDN24,OUT035,881.1037
FDE34,OUT027,5107.8003
FDU31,OUT013,3492.0417
FDW33,OUT018,1395.8778
FDU26,OUT046,1818.9738
FDE20,OUT027,4410.966
NCW05,OUT035,1726.0682
FDB22,OUT018,2173.0469
FDO56,OUT046,1870.3312
FDA19,OUT027,3584.1372
DRI39,OUT045,849.9782
FDH52,OUT018,863.9
FDZ50,OUT035,3179.7905
NCN42,OUT035,2457.8643
FDB53,OUT013,2322.5945
DRG11,OUT017,1732.0052
DRK11,OUT027,3671.4568
FDQ60,OUT017,2012.6985
FDT36,OUT017,645.31757
DRG25,OUT018,2618.2205
DRJ23,OUT046,2988.095
FDG05,OUT035,2633.1558
NCK06,OUT018,1946.0692
FDU52,OUT017,2510.5002
FDW07,OUT018,1172.7704
NCM17,OUT045,680.5795
FDA22,OUT045,2767.2786
NCA41,OUT018,2774.1885
FDF38,OUT035,682.0998
FDH52,OUT046,994.80756
FDY58,OUT019,666.3511
FDZ16,OUT045,3222.1523
NCM18,OUT017,989.45026
FDA22,OUT018,2364.0046
NCJ43,OUT035,3144.2559
FDI34,OUT027,6300.055
FDG56,OUT046,985.51196
FDS34,OUT046,1850.1791
DRC01,OUT035,769.09265
FDQ04,OUT035,665.0041
FDK04,OUT035,926.9301
FDT51,OUT049,1795.3782
FDV26,OUT017,3220.3506
FDS04,OUT049,2155.8792
FDW43,OUT018,3301.2698
FDQ28,OUT010,598.372
NCK06,OUT017,2139.758
FDS23,OUT018,1842.2434
FDZ36,OUT019,516.18866
FDE56,OUT018,848.0079
FDW10,OUT027,4577.1084
NCN14,OUT045,3091.0588
NCQ18,OUT045,1541.1934
FDW08,OUT017,1808.5455
FDU43,OUT035,4233.2686
FDR33,OUT010,350.43854
FDM24,OUT010,572.3858
NCZ05,OUT046,1673.8663
NCV41,OUT035,1962.325
FDV11,OUT018,2375.3413
NCY05,OUT035,650.6145
FDV44,OUT018,2660.1892
FDW32,OUT049,1332.0039
NCU18,OUT027,3466.6548
NCC43,OUT035,4456.3755
FDW19,OUT013,1740.491
FDN31,OUT035,3312.528
FDI48,OUT045,786.08844
FDS24,OUT017,1300.4724
FDF46,OUT049,1923.0669
DRG23,OUT017,2465.842
FDG14,OUT018,2134.2764
NCY30,OUT049,2988.3826
FDO28,OUT018,1901.8033
DRD24,OUT035,2175.9253
FDI33,OUT049,1443.2351
FDN32,OUT046,3005.0327
FDR16,OUT045,3573.5542
FDF26,OUT046,2327.1394
NCN29,OUT018,650.6905
FDE20,OUT045,2757.6296
FDA46,OUT046,3009.373
FDU28,OUT045,3091.0588
FDQ48,OUT045,1553.7438
FDV36,OUT013,1992.0017
FDR14,OUT018,697.59973
FDP23,OUT017,3949.0566
FDP56,OUT013,843.76013
FDK48,OUT010,89.32733
FDR48,OUT046,2322.5945
NCY29,OUT049,932.00653
FDM22,OUT018,751.98376
DRJ01,OUT013,2611.9001
FDZ43,OUT045,3962.3826
FDV03,OUT035,2530.416
FDX11,OUT027,5107.8003
NCA41,OUT027,5329.888
FDE38,OUT017,2882.3613
FDI27,OUT018,659.3861
FDN32,OUT013,3005.0327
NCN43,OUT017,2081.6729
FDB47,OUT027,5636.275
FDV03,OUT017,2530.416
NCN30,OUT045,1548.46
NCV54,OUT010,625.2501
FDV07,OUT013,1740.491
FDP07,OUT049,3111.1943
FDK48,OUT018,1035.9966
FDM15,OUT019,581.8401
FDY19,OUT027,3147.3372
FDK46,OUT046,4044.49
FDY11,OUT045,1025.8927
FDH09,OUT046,976.63965
FDO08,OUT027,4310.452
FDU14,OUT013,3873.1924
FDD22,OUT027,3013.0627
FDM27,OUT017,2478.4631
FDL02,OUT027,2616.3306
NCA17,OUT035,2410.8376
FDE38,OUT019,553.2582
NCG07,OUT049,3175.446
DRC27,OUT013,3546.6765
FDA27,OUT035,3781.7498
FDW40,OUT045,2106.294
DRI11,OUT013,1836.9895
FDN50,OUT046,1622.4153
FDR12,OUT046,2809.8481
FDT34,OUT027,2649.1653
FDW11,OUT035,998.74585
NCO30,OUT027,5026.259
FDZ34,OUT017,3210.2703
FDU45,OUT017,1967.6088
NCD42,OUT035,670.2231
FDX25,OUT045,2929.5222
NCR29,OUT046,959.31696
FDX43,OUT019,678.7744
FDB04,OUT010,159.6175
FDR49,OUT027,1594.9304
FDS39,OUT018,1915.7251
FDW58,OUT045,1425.5237
FDG22,OUT019,-113.12876
FDG31,OUT017,1063.7827
NCV53,OUT027,6211.6626
DRJ37,OUT035,2427.8794
FDV07,OUT035,1837.1674
FDW52,OUT018,2259.8174
FDT15,OUT045,3062.5708
FDD02,OUT018,1518.1599
FDM16,OUT035,1284.9214
NCE55,OUT046,2797.298
FDB57,OUT018,3280.2654
FDQ04,OUT013,781.6109
FDQ47,OUT019,-142.1764
FDY14,OUT019,870.2335
DRK37,OUT017,3459.9207
FDO25,OUT017,3748.3066
FDL57,OUT046,4053.0815
NCK29,OUT018,1793.022
FDK46,OUT027,6592.259
NCB43,OUT010,747.25446
DRE01,OUT027,5766.48
FDC46,OUT018,2599.1772
FDQ23,OUT045,1608.1226
FDX38,OUT049,821.11816
FDG60,OUT018,3242.068
FDW55,OUT017,4109.469
FDP39,OUT013,871.0611
FDB20,OUT018,1174.1779
FDV21,OUT017,2056.0632
FDZ02,OUT013,1556.2144
FDP19,OUT027,3554.695
FDA38,OUT035,4204.0938
FDH22,OUT045,1996.2585
DRM11,OUT045,3972.2354
FDO12,OUT027,5336.9536
FDT14,OUT049,2015.9796
FDW34,OUT010,1303.173
FDG04,OUT027,4953.757
FDW59,OUT018,1184.0251
FDR33,OUT018,1418.9696
FDP32,OUT013,2018.166
FDL13,OUT027,6066.887
FDD22,OUT013,1861.0355
FDV40,OUT027,1952.539
NCD55,OUT046,776.8836
FDQ20,OUT010,-252.39554
FDD28,OUT045,873.8295
FDC39,OUT045,3658.3296
NCR17,OUT049,1933.3956
DRO35,OUT018,1582.4066
FDF40,OUT049,3859.9648
FDR31,OUT018,2000.1486
NCQ41,OUT017,3359.556
FDP38,OUT046,883.6113
NCU54,OUT027,5525.674
FDG22,OUT018,580.015
DRK59,OUT013,3618.014
FDC37,OUT046,1713.1031
NCO42,OUT013,2221.9114
NCT42,OUT017,2413.2163
FDX27,OUT035,1722.4122
FDV40,OUT018,1104.9729
FDT45,OUT027,1792.5315
FDS47,OUT019,166.62613
FDR45,OUT035,4255.9985
FDB03,OUT045,3724.446
FDO49,OUT035,903.0442
FDU60,OUT027,4216.442
FDB26,OUT018,714.62146
FDB46,OUT017,3772.4858
FDQ37,OUT019,516.18866
FDN03,OUT017,4230.1816
NCX30,OUT045,4192.5117
FDK32,OUT019,581.8401
DRM47,OUT013,3009.373
NCO02,OUT046,1207.0023
FDP04,OUT013,1131.9288
NCO43,OUT049,1637.0577
FDD59,OUT013,1359.2589
FDQ10,OUT017,3149.0063
FDW45,OUT035,2455.8245
NCK30,OUT049,4214.5996
FDU31,OUT018,3040.9102
NCQ17,OUT019,449.13202
FDN01,OUT017,3123.7712
FDZ19,OUT049,2969.2944
DRG37,OUT017,2517.0945
FDE32,OUT045,420.19186
FDO34,OUT049,2816.771
FDM04,OUT019,-66.95573
FDZ25,OUT049,3007.8308
FDU08,OUT049,1603.3292
NCW30,OUT045,4079.8496
NCM18,OUT013,985.51196
FDS22,OUT035,702.53
NCH18,OUT017,4448.8325
FDC23,OUT013,2797.5203
FDY46,OUT013,2998.5164
NCU06,OUT046,3992.6973
FDX57,OUT045,1562.3278
FDX36,OUT027,5700.5376
FDL16,OUT045,786.08844
FDT16,OUT010,1651.2711
FDN16,OUT018,1361.5441
FDC03,OUT046,2976.93
DRF60,OUT013,3829.1985
FDS27,OUT027,5228.04
FDP33,OUT010,984.65497
FDJ36,OUT018,1356.2472
NCR42,OUT013,738.43713
FDV14,OUT017,1377.2216
NCP42,OUT035,3314.553
FDB50,OUT027,2208.151
NCC30,OUT027,4570.043
FDA23,OUT018,1393.9283
FDW16,OUT017,1485.8077
FDQ52,OUT010,872.73816
FDB58,OUT049,2433.644
NCP29,OUT049,1088.9138
NCM05,OUT045,3733.6985
FDO25,OUT013,3338.3005
NCM54,OUT046,2019.2216
NCL54,OUT046,2816.9133
FDL39,OUT010,719.5526
FDF53,OUT018,2373.105
NCQ42,OUT035,2044.1979
FDF58,OUT013,1042.2373
FDZ04,OUT035,1156.1278
FDE26,OUT019,690.5709
FDS60,OUT017,2944.4297
FDV58,OUT017,2674.1816
FDM04,OUT045,837.1718
FDE08,OUT035,2427.7837
NCB43,OUT049,3164.5894
FDU11,OUT010,645.0736
FDF22,OUT019,395.26913
FDE24,OUT013,2061.047
DRJ49,OUT046,2033.8
NCQ53,OUT035,4449.875
NCL41,OUT013,738.43713
FDR22,OUT013,1799.2084
FDH04,OUT035,1528.9081
DRH15,OUT045,647.6219
FDY40,OUT049,1003.9925
NCI17,OUT035,1663.738
NCC18,OUT013,2811.4443
FDY28,OUT027,5525.674
FDB45,OUT027,2750.605
NCL30,OUT018,1776.8032
FDM10,OUT017,3713.3035
FDH22,OUT027,3432.9707
NCZ53,OUT017,3328.4678
NCI18,OUT013,3606.6602
FDH14,OUT027,3475.9502
FDR36,OUT027,1161.4967
FDW01,OUT045,2376.4316
FDK02,OUT027,3013.0627
FDJ02,OUT018,2016.9318
FDU55,OUT013,4233.942
NCV18,OUT027,2254.3774
FDH14,OUT018,1932.6744
FDZ37,OUT045,1376.9813
FDX49,OUT049,3682.184
NCD43,OUT046,1681.1329
FDZ07,OUT013,994.1035
FDK43,OUT035,2110.0032
FDR32,OUT018,3185.1282
FDT39,OUT013,2312.827
NCV54,OUT017,2086.5957
FDF38,OUT018,575.2118
FDV60,OUT046,2998.5164
FDH44,OUT027,3842.9543
FDS21,OUT046,987.2055
NCL41,OUT045,667.7736
FDM46,OUT017,1646.3435
FDU27,OUT045,746.2404
NCJ54,OUT017,4105.6035
DRG51,OUT018,2252.3904
NCA29,OUT019,630.36426
FDR47,OUT045,3135.5186
NCL19,OUT027,3473.921
DRG01,OUT049,1301.3843
FDG10,OUT046,961.67944
NCV05,OUT049,2438.567
NCH18,OUT019,792.37427
FDV14,OUT018,1156.4949
DRJ23,OUT035,3295.317
DRJ11,OUT046,3009.373
FDZ03,OUT017,3179.7905
FDI27,OUT010,-242.39667
FDJ14,OUT018,1156.4625
FDU32,OUT017,2097.8408
FDD47,OUT027,4404.391
DRF36,OUT035,3310.3416
FDM21,OUT046,3880.9636
FDV10,OUT018,609.3716
FDH60,OUT018,2541.8992
FDX47,OUT010,572.3858
FDT19,OUT019,351.89447
FDO11,OUT045,3861.2808
FDH24,OUT027,3781.9438
FDL02,OUT018,1382.3964
FDB02,OUT049,2999.2393
FDA43,OUT046,3009.373
FDG52,OUT045,786.08844
DRC12,OUT013,3000.196
FDY37,OUT018,1916.5687
NCU18,OUT045,2106.294
FDU09,OUT035,932.1954
DRJ25,OUT027,1594.9304
DRE12,OUT018,1598.4641
DRL47,OUT017,2079.806
DRK01,OUT046,1594.0162
FDC22,OUT019,383.48065
FDG44,OUT013,941.40753
FDW04,OUT035,2149.081
FDK09,OUT049,3906.875
NCN43,OUT035,2081.6729
FDG04,OUT049,3076.853
FDH32,OUT010,311.47253
DRI47,OUT017,2472.7808
DRE15,OUT013,1224.6772
FDY11,OUT035,1242.6707
FDO60,OUT049,730.6397
FDQ20,OUT018,624.7963
FDO57,OUT027,3901.5679
FDT14,OUT019,358.1654
FDA57,OUT049,730.6397
DRN35,OUT017,662.37427
FDJ03,OUT046,838.6182
FDX28,OUT017,1723.4612
DRE25,OUT045,1372.5077
FDR09,OUT046,3669.6108
FDB23,OUT035,4003.5466
FDO08,OUT045,2674.5403
FDQ23,OUT049,1666.2996
FDW04,OUT013,2030.9225
DRK13,OUT010,658.4613
NCL17,OUT027,3466.6548
FDY21,OUT035,3230.9597
FDJ38,OUT027,5090.0767
FDA37,OUT019,760.71643
FDV43,OUT013,773.62897
FDL36,OUT046,1482.6809
FDD53,OUT045,688.6563
FDZ19,OUT010,726.0093
FDV21,OUT045,2013.6531
NCL54,OUT018,2484.8474
DRI47,OUT027,3676.3796
DRG03,OUT049,2402.1653
FDG21,OUT013,2402.7488
FDW03,OUT018,1504.2493
NCI55,OUT046,1963.4965
DRC36,OUT019,484.6024
FDH22,OUT017,2036.106
FDV20,OUT045,2006.8635
NCU41,OUT027,5326.6333
FDN46,OUT027,2649.1653
FDK50,OUT045,2687.605
NCA05,OUT027,3676.3796
DRH01,OUT018,2424.3936
FDT08,OUT018,2099.9426
FDM08,OUT018,3196.9883
FDZ07,OUT035,998.0418
FDS22,OUT017,809.74634
FDV35,OUT027,3696.6643
FDI28,OUT010,190.05937
FDW58,OUT027,2623.9578
FDT52,OUT045,4171.157
FDY34,OUT046,2636.922
FDR10,OUT046,2522.3242
FDK57,OUT017,2061.36
FDR02,OUT027,2626.3765
FDX49,OUT046,3451.5876
FDQ20,OUT046,768.29205
DRK23,OUT045,4128.4106
NCW06,OUT046,3017.9646
FDR31,OUT017,2442.0996
NCE43,OUT013,2598.4666
DRO59,OUT027,2175.3162
FDN09,OUT049,4051.8262
FDR11,OUT046,2492.9458
FDO57,OUT013,2559.4236
NCX18,OUT017,3282.5615
FDB05,OUT018,3322.2744
FDQ08,OUT018,845.50604
NCG43,OUT035,1651.0002
FDJ56,OUT013,1648.6221
FDA13,OUT010,-219.4013
FDO56,OUT017,1943.0776
FDB37,OUT018,3572.7747
FDZ02,OUT018,1339.4615
FDQ24,OUT046,4003.8179
FDM16,OUT013,1232.9801
FDU35,OUT049,1573.3843
FDT35,OUT035,2817.8552
NCX30,OUT049,4026.113
FDG04,OUT017,3226.62
FDI12,OUT035,1418.4036
FDE35,OUT035,1005.24036
NCP14,OUT027,2616.3306
NCY53,OUT045,1722.7837
FDP49,OUT017,931.6806
FDQ04,OUT017,693.97876
FDM39,OUT035,3052.0989
FDO58,OUT019,553.2582
FDC56,OUT017,1940.245
NCQ54,OUT046,2627.845
FDV10,OUT027,1128.6621
NCK17,OUT046,768.29205
NCF55,OUT027,1088.558
FDV33,OUT013,3960.3289
NCH29,OUT019,343.15625
FDA37,OUT027,3364.7595
FDH46,OUT018,1406.2848
FDS25,OUT035,1764.6696
FDH04,OUT027,2262.0046
FDX52,OUT046,3012.6277
NCD42,OUT017,670.2231
FDW47,OUT017,2079.2476
FDL25,OUT027,2287.2122
NCJ06,OUT010,614.39343
FDY09,OUT013,2818.4397
FDS40,OUT046,770.1707
FDH41,OUT017,3773.4883
FDG38,OUT035,1418.4036
FDU03,OUT027,4557.4927
FDV20,OUT046,1966.998
DRB13,OUT045,2981.8608
NCQ30,OUT013,1974.4027
NCH06,OUT013,3961.243
FDU50,OUT018,1731.8442
NCO42,OUT019,555.8578
FDW09,OUT018,1149.3135
FDH04,OUT013,1449.0173
FDC21,OUT045,1613.6709
FDL21,OUT049,745.16547
FDM46,OUT010,83.3325
FDT22,OUT019,-100.34937
FDB28,OUT035,3268.1443
FDI12,OUT018,1193.1237
FDA28,OUT045,2031.5405
FDF59,OUT013,1977.8545
FDM45,OUT027,3364.7595
FDQ56,OUT017,1338.6086
FDR46,OUT049,2442.3804
FDT01,OUT013,3260.2444
FDD16,OUT027,1945.4731
NCU30,OUT010,633.1857
FDM40,OUT010,457.0724
FDI56,OUT035,1508.5953
NCS30,OUT013,1934.4729
FDU08,OUT017,1683.025
FDX51,OUT027,5329.888
FDA43,OUT045,3097.8486
FDX59,OUT010,-227.99284
FDC37,OUT018,1386.7793
FDP58,OUT013,3285.4888
NCY42,OUT035,2195.262
FDF21,OUT018,2628.9985
FDU10,OUT027,1108.2936
DRL47,OUT018,1764.1517
FDA58,OUT018,3267.3093
FDJ22,OUT049,3164.5894
FDK50,OUT046,2506.0105
FDO38,OUT035,1407.7006
DRF60,OUT035,4434.7935
NCZ42,OUT019,795.6289
FDD35,OUT049,1933.3956
FDL25,OUT045,1395.7952
FDJ16,OUT013,958.8022
DRK59,OUT049,3963.251
FDI50,OUT046,4274.0522
NCB19,OUT045,1300.853
DRI37,OUT035,966.027
FDA14,OUT027,3631.3865
FDC08,OUT018,3506.679
FDS45,OUT046,1745.9016
FDI21,OUT049,1045.5322
DRJ47,OUT035,3112.6008
DRE37,OUT027,5107.8003
FDT55,OUT018,2254.3125
NCG42,OUT027,3430.1125
FDA31,OUT049,2969.2944
NCW42,OUT046,3715.573
FDF50,OUT017,3170.497
FDK56,OUT049,3175.446
FDX10,OUT035,614.59674
NCK07,OUT027,4032.47
FDZ49,OUT017,3843.9885
FDR33,OUT013,1707.8469
FDO44,OUT018,1494.4673
FDA20,OUT046,3050.377
NCL30,OUT045,2002.4832
FDI05,OUT019,40.041878
FDQ12,OUT018,3280.4175
FDH47,OUT017,1717.497
FDH34,OUT018,2660.1892
FDF29,OUT046,2052.0645
FDG40,OUT018,559.666
NCE18,OUT017,4349.3984
FDP21,OUT010,793.48956
FDY50,OUT013,1348.9912
FDB36,OUT049,2093.6726
NCZ29,OUT049,2080.422
FDU20,OUT018,1603.2589
FDO56,OUT013,1870.3312
FDW31,OUT049,3140.1682
DRH59,OUT013,1219.9149
NCB30,OUT017,3384.4092
FDK43,OUT027,3412.686
FDW43,OUT045,3936.5813
NCL19,OUT017,2197.3591
FDJ27,OUT046,1609.8649
FDC45,OUT046,2614.83
FDY40,OUT035,798.65955
NCM41,OUT035,1535.9274
NCK18,OUT019,560.8859
FDP37,OUT049,2098.6248
FDA27,OUT027,5907.02
NCX30,OUT035,4233.7725
FDR09,OUT017,4189.3965
FDG08,OUT027,4724.067
NCU30,OUT013,2688.685
FDB16,OUT017,1358.6598
FDM16,OUT017,1284.9214
FDC48,OUT013,1366.5255
NCF18,OUT046,2984.8403
FDU46,OUT018,1202.1913
FDH41,OUT018,2924.676
NCN42,OUT010,591.474
FDU49,OUT046,1417.6516
FDB20,OUT027,2297.0405
FDG50,OUT019,270.5098
FDW20,OUT045,1784.2428
NCO55,OUT049,1709.9684
FDX48,OUT046,2322.713
FDU48,OUT046,2041.5992
FDR48,OUT019,449.13202
FDK27,OUT013,1968.9655
FDT35,OUT013,2618.4382
FDN12,OUT049,1718.5599
NCE31,OUT019,-142.1764
FDL21,OUT017,685.76886
FDV56,OUT017,1767.059
FDR16,OUT017,3686.0808
NCP41,OUT049,1725.8265
FDJ27,OUT013,1690.2297
FDA07,OUT017,2098.3555
FDK55,OUT049,1410.1111
FDM33,OUT049,3851.6895
FDY46,OUT046,2998.5164
FDD36,OUT046,1873.5859
FDB12,OUT027,2616.3306
FDF28,OUT019,760.71643
NCE07,OUT019,703.12115
FDW50,OUT027,4073.611
NCW18,OUT017,4248.65
NCJ17,OUT019,166.62613
DRZ24,OUT010,625.7649
FDS07,OUT035,2004.1729
NCW05,OUT010,181.91457
FDZ22,OUT018,1182.531
FDK02,OUT046,1880.6517
FDZ45,OUT027,5336.9536
FDL25,OUT046,1420.0654
FDS08,OUT045,2865.7097
NCZ42,OUT027,6102.749
FDX57,OUT035,1687.5157
FDF21,OUT046,3009.373
FDJ56,OUT018,1318.2716
FDX10,OUT013,717.78784
DRG48,OUT035,2413.0557
DRN37,OUT046,2598.4666
NCY41,OUT018,576.7604
FDN28,OUT045,1616.1036
FDE34,OUT045,2909.0918
FDR10,OUT045,2707.9856
FDC32,OUT017,1481.635
DRG13,OUT046,2658.2085
FDP59,OUT049,1514.7222
NCT53,OUT010,568.02606
FDL57,OUT027,6217.298
FDN32,OUT010,810.78735
FDK09,OUT018,3333.9011
FDA52,OUT010,619.28735
FDC57,OUT049,3164.5894
FDI09,OUT035,3819.5378
NCB07,OUT046,2998.5164
FDP26,OUT035,1712.1747
FDP40,OUT027,3025.6128
FDL15,OUT013,2319.4583
FDV07,OUT046,1785.6466
